PeakID (cmd=annotatePeaks.pl overlapped_H3K9me3.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K9me3_i71_peak_2755	chr2	71927662	71928199	+	30	NA	Intergenic	Intergenic	-28123	ENSMUST00000133981.1	ENSMUST00000133981	ENSMUST00000133981						NA
H3K9me3_i71_peak_1179	chr12	109527501	109527775	+	30	NA	Intergenic	Intergenic	-3254	ENSMUST00000222916.1	ENSMUST00000222916	ENSMUST00000222916						NA
H3K9me3_i71_peak_1935	chr16	98066246	98066610	+	30	NA	exon (ENSMUST00000231741.1, exon 5 of 5)	-exon (ENSMUST00000231741.1, exon 5 of 5)	15529	ENSMUST00000232376.1	ENSMUST00000232376	ENSMUST00000232376						NA
H3K9me3_i71_peak_450	chr10	50576649	50577250	+	30	NA	Intergenic	Intergenic	-15720	ENSMUST00000035606.9	ENSMUST00000035606	ENSMUST00000035606						NA
H3K9me3_i71_peak_1297	chr13	57159130	57159332	+	30	NA	Intergenic	Intergenic	-80616	ENSMUST00000225562.1	ENSMUST00000225562	ENSMUST00000225562						NA
H3K9me3_i71_peak_2137	chr17	32598200	32598658	+	30	NA	Intergenic	Intergenic	-4045	ENSMUST00000234119.1	ENSMUST00000234119	ENSMUST00000234119						NA
H3K9me3_i71_peak_4325	chr7	29732501	29733322	+	30	NA	Intergenic	Intergenic	4513	ENSMUST00000083725.1	ENSMUST00000083725	ENSMUST00000083725						NA
H3K9me3_i71_peak_5051	chr9	46583422	46583896	+	30	NA	Intergenic	Intergenic	20685	ENSMUST00000104195.1	ENSMUST00000104195	ENSMUST00000104195						NA
H3K9me3_i71_peak_2962	chr2	172314317	172315346	+	30	NA	Intergenic	Intergenic	-9503	ENSMUST00000136315.1	ENSMUST00000136315	ENSMUST00000136315						NA
H3K9me3_i71_peak_2945	chr2	169070879	169071654	+	30	NA	Intergenic	Intergenic	10146	ENSMUST00000116765.1	ENSMUST00000116765	ENSMUST00000116765						NA
H3K9me3_i71_peak_141	chr1	82500460	82500899	+	30	NA	intron (ENSMUST00000087050.6, intron 22 of 47)	-intron (ENSMUST00000087050.6, intron 22 of 47)	86113	ENSMUST00000135271.1	ENSMUST00000135271	ENSMUST00000135271						NA
H3K9me3_i71_peak_2246	chr17	74988434	74988901	+	30	NA	Intergenic	Intergenic	-16901	ENSMUST00000234490.1	ENSMUST00000234490	ENSMUST00000234490						NA
H3K9me3_i71_peak_1556	chr13	113873123	113873584	+	30	NA	intron (ENSMUST00000224068.1, intron 1 of 3)	-intron (ENSMUST00000091201.6, intron 1 of 4)	78731	ENSMUST00000224068.1	ENSMUST00000224068	ENSMUST00000224068						NA
H3K9me3_i71_peak_737	chr11	23963599	23964174	+	30	NA	Intergenic	Intergenic	-35032	ENSMUST00000117533.1	ENSMUST00000117533	ENSMUST00000117533						NA
H3K9me3_i71_peak_4216	chr7	12796904	12797466	+	30	NA	promoter-TSS (ENSMUST00000209283.1)	-promoter-TSS (ENSMUST00000209283.1)	123	ENSMUST00000210455.1	ENSMUST00000210455	ENSMUST00000210455						NA
H3K9me3_i71_peak_3959	chr5	143351712	143352418	+	30	NA	Intergenic	Intergenic	-5273	ENSMUST00000110733.8	ENSMUST00000110733	ENSMUST00000110733						NA
H3K9me3_i71_peak_5067	chr9	63869967	63871174	+	30	NA	Intergenic	Intergenic	-27695	ENSMUST00000215935.1	ENSMUST00000215935	ENSMUST00000215935						NA
H3K9me3_i71_peak_4504	chr7	43261457	43261795	+	30	NA	Intergenic	Intergenic	38051	ENSMUST00000163106.1	ENSMUST00000163106	ENSMUST00000163106						NA
H3K9me3_i71_peak_2678	chr19	61175663	61176231	+	30	NA	exon (ENSMUST00000180168.1, exon 1 of 1)	-exon (ENSMUST00000180168.1, exon 1 of 1)	362	ENSMUST00000180168.1	ENSMUST00000180168	ENSMUST00000180168						NA
H3K9me3_i71_peak_1786	chr15	96016638	96016844	+	30	NA	Intergenic	Intergenic	-22612	ENSMUST00000227616.1	ENSMUST00000227616	ENSMUST00000227616						NA
H3K9me3_i71_peak_89	chr1	37283692	37284253	+	30	NA	Intergenic	Intergenic	15725	ENSMUST00000192404.1	ENSMUST00000192404	ENSMUST00000192404						NA
H3K9me3_i71_peak_4789	chr8	85146044	85146253	+	30	NA	Intergenic	Intergenic	-5776	ENSMUST00000211617.1	ENSMUST00000211617	ENSMUST00000211617						NA
H3K9me3_i71_peak_4076	chr6	85883442	85884140	+	30	NA	Intergenic	Intergenic	-5535	ENSMUST00000200837.1	ENSMUST00000200837	ENSMUST00000200837						NA
H3K9me3_i71_peak_3126	chr3	87280044	87280367	+	30	NA	Intergenic	Intergenic	-16467	ENSMUST00000146512.1	ENSMUST00000146512	ENSMUST00000146512						NA
H3K9me3_i71_peak_3017	chr3	9679178	9679811	+	30	NA	Intergenic	Intergenic	22974	ENSMUST00000195844.1	ENSMUST00000195844	ENSMUST00000195844						NA
H3K9me3_i71_peak_1022	chr12	19704413	19704964	+	30	NA	TTS (ENSMUST00000222935.1)	-TTS (ENSMUST00000222935.1)	394	ENSMUST00000222935.1	ENSMUST00000222935	ENSMUST00000222935						NA
H3K9me3_i71_peak_585	chr10	82441498	82441963	+	29	NA	promoter-TSS (ENSMUST00000220078.1)	-promoter-TSS (ENSMUST00000220078.1)	-887	ENSMUST00000220078.1	ENSMUST00000220078	ENSMUST00000220078						NA
H3K9me3_i71_peak_194	chr1	114264450	114264814	+	29	NA	Intergenic	Intergenic	-300498	ENSMUST00000180837.1	ENSMUST00000180837	ENSMUST00000180837						NA
H3K9me3_i71_peak_4796	chr8	88459233	88459718	+	29	NA	Intergenic	Intergenic	-61879	ENSMUST00000034086.12	ENSMUST00000034086	ENSMUST00000034086						NA
H3K9me3_i71_peak_5162	chr9	121177550	121178274	+	29	NA	intron (ENSMUST00000171923.7, intron 21 of 36)	-intron (ENSMUST00000051479.12, intron 21 of 33)	15145	ENSMUST00000164969.1	ENSMUST00000164969	ENSMUST00000164969						NA
H3K9me3_i71_peak_493	chr10	74494491	74494749	+	29	NA	intron (ENSMUST00000195531.5, intron 22 of 34)	-intron (ENSMUST00000064562.13, intron 21 of 30)	-89596	ENSMUST00000128843.1	ENSMUST00000128843	ENSMUST00000128843						NA
H3K9me3_i71_peak_2186	chr17	42080972	42081522	+	29	NA	Intergenic	Intergenic	-234700	ENSMUST00000048691.5	ENSMUST00000048691	ENSMUST00000048691						NA
H3K9me3_i71_peak_4760	chr8	71897602	71897932	+	29	NA	Intergenic	Intergenic	10503	ENSMUST00000034259.7	ENSMUST00000034259	ENSMUST00000034259						NA
H3K9me3_i71_peak_1910	chr16	94182335	94182972	+	29	NA	intron (ENSMUST00000228910.1, intron 2 of 6)	-intron (ENSMUST00000099512.2, intron 5 of 9)	-7653	ENSMUST00000227618.1	ENSMUST00000227618	ENSMUST00000227618						NA
H3K9me3_i71_peak_4400	chr7	39468755	39468959	+	29	NA	intron (ENSMUST00000061201.11, intron 2 of 2)	-intron (ENSMUST00000061201.11, intron 2 of 2)	9041	ENSMUST00000061201.11	ENSMUST00000061201	ENSMUST00000061201						NA
H3K9me3_i71_peak_4107	chr6	117467837	117468294	+	29	NA	Intergenic	Intergenic	5353	ENSMUST00000205237.1	ENSMUST00000205237	ENSMUST00000205237						NA
H3K9me3_i71_peak_1563	chr13	113914601	113915131	+	29	NA	intron (ENSMUST00000224858.1, intron 2 of 5)	-intron (ENSMUST00000091201.6, intron 1 of 4)	120244	ENSMUST00000224068.1	ENSMUST00000224068	ENSMUST00000224068						NA
H3K9me3_i71_peak_1776	chr15	89640377	89640729	+	29	NA	Intergenic	Intergenic	-48630	ENSMUST00000023294.14	ENSMUST00000023294	ENSMUST00000023294						NA
H3K9me3_i71_peak_2607	chr18	74368635	74368998	+	29	NA	Intergenic	Intergenic	19830	ENSMUST00000177407.1	ENSMUST00000177407	ENSMUST00000177407						NA
H3K9me3_i71_peak_3722	chr5	104648544	104648816	+	29	NA	Intergenic	Intergenic	107455	ENSMUST00000197606.1	ENSMUST00000197606	ENSMUST00000197606						NA
H3K9me3_i71_peak_2686	chr1_GL456211_random	113646	114106	+	29	NA	promoter-TSS (ENSMUST00000179487.1)	-promoter-TSS (ENSMUST00000179487.1)	8	ENSMUST00000179487.1	ENSMUST00000179487	ENSMUST00000179487						NA
H3K9me3_i71_peak_451	chr10	50578234	50578536	+	29	NA	Intergenic	Intergenic	-14284	ENSMUST00000035606.9	ENSMUST00000035606	ENSMUST00000035606						NA
H3K9me3_i71_peak_1206	chr12	116064573	116064781	+	29	NA	Intergenic	Intergenic	-13049	ENSMUST00000176078.7	ENSMUST00000176078	ENSMUST00000176078						NA
H3K9me3_i71_peak_291	chr1	173578799	173579331	+	29	NA	intron (ENSMUST00000179648.1, intron 1 of 4)	-intron (ENSMUST00000150649.8, intron 5 of 6)	1288	ENSMUST00000178186.7	ENSMUST00000178186	ENSMUST00000178186						NA
H3K9me3_i71_peak_4468	chr7	42657654	42658282	+	29	NA	Intergenic	Intergenic	-15380	ENSMUST00000107994.2	ENSMUST00000107994	ENSMUST00000107994						NA
H3K9me3_i71_peak_4601	chr7	140260058	140260301	+	29	NA	intron (ENSMUST00000210212.1, intron 4 of 12)	-intron (ENSMUST00000059882.12, intron 3 of 4)	12798	ENSMUST00000093984.2	ENSMUST00000093984	ENSMUST00000093984						NA
H3K9me3_i71_peak_2884	chr2	150269513	150269856	+	29	NA	exon (ENSMUST00000109922.1, exon 4 of 4)	-exon (ENSMUST00000109922.1, exon 4 of 4)	12167	ENSMUST00000109922.1	ENSMUST00000109922	ENSMUST00000109922						NA
H3K9me3_i71_peak_2324	chr17	92313911	92314468	+	29	NA	Intergenic	Intergenic	58927	ENSMUST00000234379.1	ENSMUST00000234379	ENSMUST00000234379						NA
H3K9me3_i71_peak_1228	chr13	12863247	12863650	+	29	NA	promoter-TSS (ENSMUST00000222560.1)	-promoter-TSS (ENSMUST00000222560.1)	-676	ENSMUST00000222560.1	ENSMUST00000222560	ENSMUST00000222560						NA
H3K9me3_i71_peak_1561	chr13	113911207	113911444	+	29	NA	intron (ENSMUST00000224858.1, intron 2 of 5)	-intron (ENSMUST00000091201.6, intron 1 of 4)	116703	ENSMUST00000224068.1	ENSMUST00000224068	ENSMUST00000224068						NA
H3K9me3_i71_peak_682	chr10	122855677	122856997	+	29	NA	intron (ENSMUST00000162853.7, intron 4 of 5)	-intron (ENSMUST00000067918.11, intron 4 of 9)	-39031	ENSMUST00000162969.1	ENSMUST00000162969	ENSMUST00000162969						NA
H3K9me3_i71_peak_4112	chr6	117726837	117727117	+	29	NA	intron (ENSMUST00000188781.6, intron 2 of 4)	-intron (ENSMUST00000187642.1, intron 2 of 3)	-9714	ENSMUST00000190546.6	ENSMUST00000190546	ENSMUST00000190546						NA
H3K9me3_i71_peak_2940	chr2	168290776	168291114	+	29	NA	intron (ENSMUST00000148309.1, intron 1 of 1)	-intron (ENSMUST00000148309.1, intron 1 of 1)	4176	ENSMUST00000148309.1	ENSMUST00000148309	ENSMUST00000148309						NA
H3K9me3_i71_peak_383	chr10	15875569	15875933	+	29	NA	Intergenic	Intergenic	83974	ENSMUST00000218833.1	ENSMUST00000218833	ENSMUST00000218833						NA
H3K9me3_i71_peak_5011	chr9	22269723	22270431	+	29	NA	Intergenic	Intergenic	9975	ENSMUST00000216780.1	ENSMUST00000216780	ENSMUST00000216780						NA
H3K9me3_i71_peak_2402	chr18	24391504	24392798	+	29	NA	Intergenic	Intergenic	37019	ENSMUST00000083598.1	ENSMUST00000083598	ENSMUST00000083598						NA
H3K9me3_i71_peak_2816	chr2	98330281	98330653	+	29	NA	Intergenic	Intergenic	39064	ENSMUST00000119552.1	ENSMUST00000119552	ENSMUST00000119552						NA
H3K9me3_i71_peak_168	chr1	98234920	98235421	+	29	NA	Intergenic	Intergenic	-28353	ENSMUST00000180540.1	ENSMUST00000180540	ENSMUST00000180540						NA
H3K9me3_i71_peak_2364	chr18	7070099	7070492	+	29	NA	Intergenic	Intergenic	-26160	ENSMUST00000235104.1	ENSMUST00000235104	ENSMUST00000235104						NA
H3K9me3_i71_peak_49	chr1	16881545	16881762	+	29	NA	Intergenic	Intergenic	-16532	ENSMUST00000186604.1	ENSMUST00000186604	ENSMUST00000186604						NA
H3K9me3_i71_peak_1855	chr16	22220925	22221177	+	29	NA	Intergenic	Intergenic	-3193	ENSMUST00000082752.1	ENSMUST00000082752	ENSMUST00000082752						NA
H3K9me3_i71_peak_4387	chr7	33663429	33663877	+	29	NA	Intergenic	Intergenic	10213	ENSMUST00000151344.1	ENSMUST00000151344	ENSMUST00000151344						NA
H3K9me3_i71_peak_414	chr10	39390729	39391037	+	29	NA	intron (ENSMUST00000126486.7, intron 1 of 12)	-intron (ENSMUST00000063091.12, intron 1 of 13)	21080	ENSMUST00000126486.7	ENSMUST00000126486	ENSMUST00000126486						NA
H3K9me3_i71_peak_3306	chr4	92889099	92889512	+	29	NA	Intergenic	Intergenic	-22723	ENSMUST00000158289.1	ENSMUST00000158289	ENSMUST00000158289						NA
H3K9me3_i71_peak_1927	chr16	98030138	98030337	+	29	NA	intron (ENSMUST00000232376.1, intron 3 of 4)	-intron (ENSMUST00000232376.1, intron 3 of 4)	21608	ENSMUST00000113729.2	ENSMUST00000113729	ENSMUST00000113729						NA
H3K9me3_i71_peak_3912	chr5	136748473	136749608	+	29	NA	intron (ENSMUST00000111103.1, intron 9 of 12)	-intron (ENSMUST00000057497.12, intron 9 of 12)	-1339	ENSMUST00000125061.1	ENSMUST00000125061	ENSMUST00000125061						NA
H3K9me3_i71_peak_3877	chr5	111870988	111872430	+	29	NA	Intergenic	Intergenic	72526	ENSMUST00000197648.1	ENSMUST00000197648	ENSMUST00000197648						NA
H3K9me3_i71_peak_2549	chr18	69449303	69450133	+	29	NA	intron (ENSMUST00000202458.3, intron 1 of 17)	-intron (ENSMUST00000066717.11, intron 4 of 20)	33821	ENSMUST00000202458.3	ENSMUST00000202458	ENSMUST00000202458						NA
H3K9me3_i71_peak_38	chr1	12354797	12354996	+	29	NA	Intergenic	Intergenic	-20040	ENSMUST00000179834.1	ENSMUST00000179834	ENSMUST00000179834						NA
H3K9me3_i71_peak_411	chr10	38062740	38063180	+	29	NA	Intergenic	Intergenic	59101	ENSMUST00000213538.1	ENSMUST00000213538	ENSMUST00000213538						NA
H3K9me3_i71_peak_3387	chr4	145640322	145640652	+	29	NA	promoter-TSS (ENSMUST00000119218.1)	-promoter-TSS (ENSMUST00000119218.1)	-870	ENSMUST00000119218.1	ENSMUST00000119218	ENSMUST00000119218						NA
H3K9me3_i71_peak_1704	chr15	32814155	32814976	+	29	NA	Intergenic	Intergenic	35661	ENSMUST00000147013.2	ENSMUST00000147013	ENSMUST00000147013						NA
H3K9me3_i71_peak_1290	chr13	53871928	53872444	+	29	NA	Intergenic	Intergenic	-16441	ENSMUST00000221478.1	ENSMUST00000221478	ENSMUST00000221478						NA
H3K9me3_i71_peak_4030	chr6	37800308	37800746	+	29	NA	Intergenic	Intergenic	-5559	ENSMUST00000122373.1	ENSMUST00000122373	ENSMUST00000122373						NA
H3K9me3_i71_peak_3542	chr4	152830585	152830866	+	29	NA	Intergenic	Intergenic	133185	ENSMUST00000143133.1	ENSMUST00000143133	ENSMUST00000143133						NA
H3K9me3_i71_peak_4527	chr7	59086901	59087329	+	29	NA	Intergenic	Intergenic	-22024	ENSMUST00000208567.1	ENSMUST00000208567	ENSMUST00000208567						NA
H3K9me3_i71_peak_172	chr1	102194121	102194320	+	29	NA	Intergenic	Intergenic	32853	ENSMUST00000187219.1	ENSMUST00000187219	ENSMUST00000187219						NA
H3K9me3_i71_peak_2946	chr2	169216786	169217027	+	29	NA	Intergenic	Intergenic	-18085	ENSMUST00000152494.1	ENSMUST00000152494	ENSMUST00000152494						NA
H3K9me3_i71_peak_3517	chr4	147827966	147828431	+	29	NA	intron (ENSMUST00000135798.1, intron 4 of 4)	-intron (ENSMUST00000105718.7, intron 3 of 3)	-5996	ENSMUST00000116174.2	ENSMUST00000116174	ENSMUST00000116174						NA
H3K9me3_i71_peak_853	chr11	94765703	94766072	+	29	NA	Intergenic	Intergenic	-8124	ENSMUST00000146507.1	ENSMUST00000146507	ENSMUST00000146507						NA
H3K9me3_i71_peak_2386	chr18	12053081	12053613	+	29	NA	intron (ENSMUST00000211298.1, intron 12 of 15)	-intron (ENSMUST00000050228.14, intron 9 of 12)	21284	ENSMUST00000209628.1	ENSMUST00000209628	ENSMUST00000209628						NA
H3K9me3_i71_peak_3725	chr5	104652880	104653553	+	29	NA	Intergenic	Intergenic	111991	ENSMUST00000197606.1	ENSMUST00000197606	ENSMUST00000197606						NA
H3K9me3_i71_peak_1802	chr15	103917108	103917810	+	29	NA	Intergenic	Intergenic	-18147	ENSMUST00000037685.8	ENSMUST00000037685	ENSMUST00000037685						NA
H3K9me3_i71_peak_1854	chr16	21659476	21659727	+	29	NA	intron (ENSMUST00000053336.7, intron 1 of 1)	-intron (ENSMUST00000053336.7, intron 1 of 1)	31970	ENSMUST00000127903.1	ENSMUST00000127903	ENSMUST00000127903						NA
H3K9me3_i71_peak_3367-2	chr4	144661320	144662301	+	29	NA	Intergenic	Intergenic	24558	ENSMUST00000105747.1	ENSMUST00000105747	ENSMUST00000105747						NA
H3K9me3_i71_peak_2327	chr17	94801347	94801738	+	29	NA	intron (ENSMUST00000234189.1, intron 3 of 4)	-intron (ENSMUST00000182639.1, intron 3 of 3)	-1651	ENSMUST00000234672.1	ENSMUST00000234672	ENSMUST00000234672						NA
H3K9me3_i71_peak_4979	chr9	18456315	18456927	+	29	NA	exon (ENSMUST00000034647.10, exon 8 of 8)	-exon (ENSMUST00000034647.10, exon 8 of 8)	3672	ENSMUST00000174973.1	ENSMUST00000174973	ENSMUST00000174973						NA
H3K9me3_i71_peak_3937	chr5	141022692	141022917	+	29	NA	Intergenic	Intergenic	-7124	ENSMUST00000198781.1	ENSMUST00000198781	ENSMUST00000198781						NA
H3K9me3_i71_peak_4854	chr8	114852179	114852514	+	29	NA	intron (ENSMUST00000004756.13, intron 8 of 8)	-intron (ENSMUST00000004756.13, intron 8 of 8)	140179	ENSMUST00000159870.1	ENSMUST00000159870	ENSMUST00000159870						NA
H3K9me3_i71_peak_3922	chr5	138452865	138453064	+	29	NA	intron (ENSMUST00000110912.7, intron 3 of 4)	-intron (ENSMUST00000085856.11, intron 3 of 4)	11424	ENSMUST00000100524.2	ENSMUST00000100524	ENSMUST00000100524						NA
H3K9me3_i71_peak_1169	chr12	106339984	106340280	+	29	NA	Intergenic	Intergenic	12764	ENSMUST00000164367.1	ENSMUST00000164367	ENSMUST00000164367						NA
H3K9me3_i71_peak_2391	chr18	17326913	17327344	+	29	NA	Intergenic	Intergenic	-7398	ENSMUST00000234727.1	ENSMUST00000234727	ENSMUST00000234727						NA
H3K9me3_i71_peak_601	chr10	83449240	83450155	+	29	NA	exon (ENSMUST00000020488.8, exon 4 of 4)	-exon (ENSMUST00000020488.8, exon 4 of 4)	46320	ENSMUST00000147381.1	ENSMUST00000147381	ENSMUST00000147381						NA
H3K9me3_i71_peak_2694	chr2	8402244	8402634	+	29	NA	Intergenic	Intergenic	69945	ENSMUST00000157949.1	ENSMUST00000157949	ENSMUST00000157949						NA
H3K9me3_i71_peak_1240	chr13	18053089	18053528	+	29	NA	Intergenic	Intergenic	14747	ENSMUST00000222946.1	ENSMUST00000222946	ENSMUST00000222946						NA
H3K9me3_i71_peak_2937	chr2	165382043	165382606	+	29	NA	intron (ENSMUST00000103084.3, intron 4 of 4)	-intron (ENSMUST00000103084.3, intron 4 of 4)	5935	ENSMUST00000103084.3	ENSMUST00000103084	ENSMUST00000103084						NA
H3K9me3_i71_peak_2943	chr2	168377370	168377738	+	29	NA	Intergenic	Intergenic	41020	ENSMUST00000119539.1	ENSMUST00000119539	ENSMUST00000119539						NA
H3K9me3_i71_peak_43	chr1	14962217	14962417	+	29	NA	Intergenic	Intergenic	-43455	ENSMUST00000041447.4	ENSMUST00000041447	ENSMUST00000041447						NA
H3K9me3_i71_peak_295	chr1	177748252	177748568	+	29	NA	intron (ENSMUST00000016106.5, intron 4 of 5)	-intron (ENSMUST00000016106.5, intron 4 of 5)	18596	ENSMUST00000016106.5	ENSMUST00000016106	ENSMUST00000016106						NA
H3K9me3_i71_peak_4154-2	chr6	133562409	133563359	+	29	NA	Intergenic	Intergenic	1284	ENSMUST00000204304.1	ENSMUST00000204304	ENSMUST00000204304						NA
H3K9me3_i71_peak_2066	chr17	22188315	22188697	+	29	NA	Intergenic	Intergenic	-2398	ENSMUST00000233487.1	ENSMUST00000233487	ENSMUST00000233487						NA
H3K9me3_i71_peak_1692	chr15	22451501	22451970	+	29	NA	Intergenic	Intergenic	-97287	ENSMUST00000163361.7	ENSMUST00000163361	ENSMUST00000163361						NA
H3K9me3_i71_peak_487	chr10	70339573	70340420	+	29	NA	Intergenic	Intergenic	1694	ENSMUST00000219977.1	ENSMUST00000219977	ENSMUST00000219977						NA
H3K9me3_i71_peak_3351	chr4	138839803	138840008	+	29	NA	intron (ENSMUST00000102513.7, intron 1 of 5)	-intron (ENSMUST00000030524.13, intron 1 of 5)	6646	ENSMUST00000147728.1	ENSMUST00000147728	ENSMUST00000147728						NA
H3K9me3_i71_peak_1164	chr12	105894335	105895680	+	29	NA	Intergenic	Intergenic	-4834	ENSMUST00000220934.1	ENSMUST00000220934	ENSMUST00000220934						NA
H3K9me3_i71_peak_4154	chr6	133562409	133563359	+	29	NA	Intergenic	Intergenic	1284	ENSMUST00000204304.1	ENSMUST00000204304	ENSMUST00000204304						NA
H3K9me3_i71_peak_879	chr11	113348982	113349711	+	29	NA	intron (ENSMUST00000106633.9, intron 6 of 9)	-intron (ENSMUST00000042657.15, intron 7 of 10)	-118631	ENSMUST00000105048.2	ENSMUST00000105048	ENSMUST00000105048						NA
H3K9me3_i71_peak_3129	chr3	87600569	87601374	+	29	NA	Intergenic	Intergenic	-16428	ENSMUST00000175489.1	ENSMUST00000175489	ENSMUST00000175489						NA
H3K9me3_i71_peak_2249	chr17	77759445	77759887	+	29	NA	Intergenic	Intergenic	-72317	ENSMUST00000234795.1	ENSMUST00000234795	ENSMUST00000234795						NA
H3K9me3_i71_peak_1820	chr16	10181087	10181499	+	29	NA	Intergenic	Intergenic	11065	ENSMUST00000044103.5	ENSMUST00000044103	ENSMUST00000044103						NA
H3K9me3_i71_peak_3773	chr5	105480784	105481643	+	29	NA	exon (ENSMUST00000112707.2, exon 4 of 5)	-exon (ENSMUST00000112707.2, exon 4 of 5)	-14257	ENSMUST00000196534.1	ENSMUST00000196534	ENSMUST00000196534						NA
H3K9me3_i71_peak_1748	chr15	56038826	56039443	+	29	NA	Intergenic	Intergenic	10698	ENSMUST00000228202.1	ENSMUST00000228202	ENSMUST00000228202						NA
H3K9me3_i71_peak_808	chr11	56979707	56979957	+	29	NA	Intergenic	Intergenic	-31555	ENSMUST00000125292.1	ENSMUST00000125292	ENSMUST00000125292						NA
H3K9me3_i71_peak_2594	chr18	74252242	74252637	+	29	NA	Intergenic	Intergenic	11549	ENSMUST00000238110.1	ENSMUST00000238110	ENSMUST00000238110						NA
H3K9me3_i71_peak_248	chr1	150128320	150128524	+	29	NA	Intergenic	Intergenic	-17546	ENSMUST00000189312.1	ENSMUST00000189312	ENSMUST00000189312						NA
H3K9me3_i71_peak_85	chr1	35989508	35989974	+	29	NA	Intergenic	Intergenic	-3368	ENSMUST00000192572.1	ENSMUST00000192572	ENSMUST00000192572						NA
H3K9me3_i71_peak_4681	chr8	48331051	48331640	+	29	NA	intron (ENSMUST00000033965.13, intron 11 of 28)	-intron (ENSMUST00000033965.13, intron 11 of 28)	-31246	ENSMUST00000145344.1	ENSMUST00000145344	ENSMUST00000145344						NA
H3K9me3_i71_peak_5220	chrX	8741637	8741855	+	29	NA	Intergenic	Intergenic	-6686	ENSMUST00000103001.3	ENSMUST00000103001	ENSMUST00000103001						NA
H3K9me3_i71_peak_2958	chr2	171883513	171883729	+	29	NA	Intergenic	Intergenic	78510	ENSMUST00000151904.1	ENSMUST00000151904	ENSMUST00000151904						NA
H3K9me3_i71_peak_5151	chr9	118213989	118215212	+	29	NA	Intergenic	Intergenic	64369	ENSMUST00000181824.1	ENSMUST00000181824	ENSMUST00000181824						NA
H3K9me3_i71_peak_4183	chr6	149584842	149585308	+	29	NA	Intergenic	Intergenic	3063	ENSMUST00000144085.2	ENSMUST00000144085	ENSMUST00000144085						NA
H3K9me3_i71_peak_165	chr1	97101790	97102094	+	29	NA	intron (ENSMUST00000189547.1, intron 5 of 13)	-intron (ENSMUST00000027569.13, intron 5 of 13)	26264	ENSMUST00000027569.13	ENSMUST00000027569	ENSMUST00000027569						NA
H3K9me3_i71_peak_4475	chr7	42680349	42680841	+	29	NA	intron (ENSMUST00000107992.1, intron 1 of 3)	-intron (ENSMUST00000107992.1, intron 1 of 3)	12123	ENSMUST00000107992.1	ENSMUST00000107992	ENSMUST00000107992						NA
H3K9me3_i71_peak_3367	chr4	144661320	144662301	+	29	NA	Intergenic	Intergenic	24558	ENSMUST00000105747.1	ENSMUST00000105747	ENSMUST00000105747						NA
H3K9me3_i71_peak_3786	chr5	109472955	109473166	+	29	NA	promoter-TSS (ENSMUST00000197935.1)	-promoter-TSS (ENSMUST00000197935.1)	-336	ENSMUST00000197935.1	ENSMUST00000197935	ENSMUST00000197935						NA
H3K9me3_i71_peak_1078	chr12	21039786	21040233	+	29	NA	exon (ENSMUST00000232257.1, exon 4 of 4)	-exon (ENSMUST00000232257.1, exon 4 of 4)	-2950	ENSMUST00000174304.3	ENSMUST00000174304	ENSMUST00000174304						NA
H3K9me3_i71_peak_2535	chr18	56185943	56186349	+	29	NA	Intergenic	Intergenic	-6853	ENSMUST00000157815.1	ENSMUST00000157815	ENSMUST00000157815						NA
H3K9me3_i71_peak_4248	chr7	15607475	15607944	+	29	NA	intron (ENSMUST00000086122.9, intron 3 of 3)	-intron (ENSMUST00000086122.9, intron 3 of 3)	14478	ENSMUST00000179110.1	ENSMUST00000179110	ENSMUST00000179110						NA
H3K9me3_i71_peak_4222	chr7	12822889	12823136	+	28	NA	Intergenic	Intergenic	-2906	ENSMUST00000211415.1	ENSMUST00000211415	ENSMUST00000211415						NA
