PeakID (cmd=annotatePeaks.pl overlapped_H3K27ac.bed /media/dimbo/10T/data/talianidis_data/genomes/mm10/hisat_index/mm10.fa -gtf /media/dimbo/10T/data/talianidis_data/genomes/mm10/genes_info/mm10_GENES_GENCODE.VM23.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
H3K27ac_i73_peak_5494	chr2	35616968	35617700	+	33	NA	intron (ENSMUST00000135741.7, intron 1 of 16)	-intron (ENSMUST00000112986.8, intron 1 of 16)	-4647	ENSMUST00000145698.7	ENSMUST00000145698	ENSMUST00000145698						NA
H3K27ac_i73_peak_9194	chr8	3467518	3467792	+	33	NA	promoter-TSS (ENSMUST00000004686.12)	-promoter-TSS (ENSMUST00000004686.12)	-10	ENSMUST00000111081.9	ENSMUST00000111081	ENSMUST00000111081						NA
H3K27ac_i73_peak_4933	chr19	4057787	4059759	+	33	NA	exon (ENSMUST00000076451.6, exon 2 of 6)	-exon (ENSMUST00000076451.6, exon 2 of 6)	522	ENSMUST00000076451.6	ENSMUST00000076451	ENSMUST00000076451						NA
H3K27ac_i73_peak_4529	chr17	85043281	85043787	+	33	NA	intron (ENSMUST00000024944.8, intron 4 of 9)	-intron (ENSMUST00000024944.8, intron 4 of 9)	15158	ENSMUST00000024944.8	ENSMUST00000024944	ENSMUST00000024944						NA
H3K27ac_i73_peak_5147	chr19	43675307	43675666	+	33	NA	promoter-TSS (ENSMUST00000046038.8)	-promoter-TSS (ENSMUST00000046038.8)	308	ENSMUST00000236819.1	ENSMUST00000236819	ENSMUST00000236819						NA
H3K27ac_i73_peak_3374	chr15	76114623	76114965	+	33	NA	intron (ENSMUST00000226781.2, intron 1 of 1)	-intron (ENSMUST00000226781.2, intron 1 of 1)	5401	ENSMUST00000226781.2	ENSMUST00000226781	ENSMUST00000226781						NA
H3K27ac_i73_peak_441	chr1	151342986	151343189	+	33	NA	exon (ENSMUST00000186597.1, exon 1 of 1)	-exon (ENSMUST00000186597.1, exon 1 of 1)	995	ENSMUST00000185848.1	ENSMUST00000185848	ENSMUST00000185848						NA
H3K27ac_i73_peak_8318	chr6	129223488	129223824	+	33	NA	intron (ENSMUST00000181238.1, intron 1 of 2)	-intron (ENSMUST00000181238.1, intron 1 of 2)	10318	ENSMUST00000181517.7	ENSMUST00000181517	ENSMUST00000181517						NA
H3K27ac_i73_peak_5823	chr2	152820389	152820724	+	33	NA	intron (ENSMUST00000109820.4, intron 2 of 2)	-intron (ENSMUST00000007803.11, intron 2 of 2)	7979	ENSMUST00000173755.1	ENSMUST00000173755	ENSMUST00000173755						NA
H3K27ac_i73_peak_4583	chr18	4921315	4921682	+	33	NA	promoter-TSS (ENSMUST00000143254.7)	-promoter-TSS (ENSMUST00000143254.7)	-228	ENSMUST00000143254.7	ENSMUST00000143254	ENSMUST00000143254						NA
H3K27ac_i73_peak_3480	chr15	79546503	79547001	+	33	NA	promoter-TSS (ENSMUST00000054014.8)	-promoter-TSS (ENSMUST00000054014.8)	-11	ENSMUST00000229877.1	ENSMUST00000229877	ENSMUST00000229877						NA
H3K27ac_i73_peak_4771	chr18	60621951	60622354	+	33	NA	intron (ENSMUST00000160395.1, intron 1 of 2)	-intron (ENSMUST00000097566.9, intron 1 of 2)	1173	ENSMUST00000123288.1	ENSMUST00000123288	ENSMUST00000123288						NA
H3K27ac_i73_peak_4897	chr18	84851236	84851936	+	33	NA	promoter-TSS (ENSMUST00000163083.1)	-promoter-TSS (ENSMUST00000163083.1)	172	ENSMUST00000236742.1	ENSMUST00000236742	ENSMUST00000236742						NA
H3K27ac_i73_peak_10257	chr9	107632940	107634491	+	33	NA	intron (ENSMUST00000193835.1, intron 1 of 3)	-intron (ENSMUST00000055704.11, intron 1 of 8)	-1176	ENSMUST00000195284.1	ENSMUST00000195284	ENSMUST00000195284						NA
H3K27ac_i73_peak_10315	chr9	119932305	119933035	+	33	NA	TTS (ENSMUST00000213409.1)	-TTS (ENSMUST00000213409.1)	182	ENSMUST00000214118.1	ENSMUST00000214118	ENSMUST00000214118						NA
H3K27ac_i73_peak_5235	chr2	3705111	3705370	+	33	NA	intron (ENSMUST00000115054.8, intron 1 of 3)	-intron (ENSMUST00000115052.8, intron 2 of 4)	433	ENSMUST00000115054.8	ENSMUST00000115054	ENSMUST00000115054						NA
H3K27ac_i73_peak_8283	chr6	125345822	125346293	+	33	NA	Intergenic	Intergenic	-3305	ENSMUST00000131434.1	ENSMUST00000131434	ENSMUST00000131434						NA
H3K27ac_i73_peak_394	chr1	133961434	133961935	+	33	NA	promoter-TSS (ENSMUST00000188504.1)	-promoter-TSS (ENSMUST00000188504.1)	-478	ENSMUST00000188504.1	ENSMUST00000188504	ENSMUST00000188504						NA
H3K27ac_i73_peak_5915	chr2	163580216	163580580	+	33	NA	Intergenic	Intergenic	-21916	ENSMUST00000171696.7	ENSMUST00000171696	ENSMUST00000171696						NA
H3K27ac_i73_peak_8674	chr7	45575847	45576543	+	33	NA	promoter-TSS (ENSMUST00000211209.1)	-promoter-TSS (ENSMUST00000211209.1)	-868	ENSMUST00000211209.1	ENSMUST00000211209	ENSMUST00000211209						NA
H3K27ac_i73_peak_1262	chr11	11932306	11932708	+	33	NA	TTS (ENSMUST00000109653.7)	-TTS (ENSMUST00000109653.7)	6109	ENSMUST00000124587.1	ENSMUST00000124587	ENSMUST00000124587						NA
H3K27ac_i73_peak_182	chr1	86039320	86039849	+	33	NA	Intergenic	Intergenic	-6279	ENSMUST00000027429.10	ENSMUST00000027429	ENSMUST00000027429						NA
H3K27ac_i73_peak_5692	chr2	118536218	118536809	+	33	NA	intron (ENSMUST00000152123.1, intron 1 of 1)	-intron (ENSMUST00000090219.12, intron 4 of 4)	8074	ENSMUST00000143583.1	ENSMUST00000143583	ENSMUST00000143583						NA
H3K27ac_i73_peak_5012	chr19	9047766	9048064	+	33	NA	intron (ENSMUST00000237033.1, intron 5 of 5)	-intron (ENSMUST00000092955.10, intron 5 of 5)	40043	ENSMUST00000025554.2	ENSMUST00000025554	ENSMUST00000025554						NA
H3K27ac_i73_peak_9491	chr8	89012014	89012343	+	33	NA	Intergenic	Intergenic	-12557	ENSMUST00000183771.1	ENSMUST00000183771	ENSMUST00000183771						NA
H3K27ac_i73_peak_4606	chr18	12222661	12222893	+	33	NA	exon (ENSMUST00000133112.1, exon 2 of 2)	-exon (ENSMUST00000133112.1, exon 2 of 2)	1310	ENSMUST00000144435.1	ENSMUST00000144435	ENSMUST00000144435						NA
H3K27ac_i73_peak_6361	chr3	104599480	104599799	+	33	NA	Intergenic	Intergenic	1600	ENSMUST00000122704.1	ENSMUST00000122704	ENSMUST00000122704						NA
H3K27ac_i73_peak_1994	chr11	118431079	118431823	+	33	NA	intron (ENSMUST00000017590.8, intron 1 of 3)	-intron (ENSMUST00000017590.8, intron 1 of 3)	-2402	ENSMUST00000106286.2	ENSMUST00000106286	ENSMUST00000106286						NA
H3K27ac_i73_peak_7656	chr5	138009504	138009755	+	33	NA	Intergenic	Intergenic	-7790	ENSMUST00000188304.1	ENSMUST00000188304	ENSMUST00000188304						NA
H3K27ac_i73_peak_2222	chr12	80105255	80105512	+	33	NA	Intergenic	Intergenic	7611	ENSMUST00000219642.1	ENSMUST00000219642	ENSMUST00000219642						NA
H3K27ac_i73_peak_1964	chr11	117835006	117835505	+	33	NA	exon (ENSMUST00000139945.7, exon 5 of 5)	-exon (ENSMUST00000139945.7, exon 5 of 5)	2982	ENSMUST00000131268.1	ENSMUST00000131268	ENSMUST00000131268						NA
H3K27ac_i73_peak_5053	chr19	23142852	23143081	+	33	NA	promoter-TSS (ENSMUST00000236357.1)	-promoter-TSS (ENSMUST00000236357.1)	-678	ENSMUST00000236357.1	ENSMUST00000236357	ENSMUST00000236357						NA
H3K27ac_i73_peak_1777	chr11	101700241	101700844	+	33	NA	Intergenic	Intergenic	-32377	ENSMUST00000125409.1	ENSMUST00000125409	ENSMUST00000125409						NA
H3K27ac_i73_peak_6071	chr2	180709433	180709955	+	33	NA	promoter-TSS (ENSMUST00000029090.8)	-promoter-TSS (ENSMUST00000029090.8)	305	ENSMUST00000103055.7	ENSMUST00000103055	ENSMUST00000103055						NA
H3K27ac_i73_peak_9013	chr7	119621318	119621843	+	33	NA	intron (ENSMUST00000207364.1, intron 2 of 3)	-intron (ENSMUST00000047929.12, intron 1 of 13)	-1205	ENSMUST00000207110.1	ENSMUST00000207110	ENSMUST00000207110						NA
H3K27ac_i73_peak_4828	chr18	65219599	65219921	+	33	NA	Intergenic	Intergenic	11876	ENSMUST00000236100.1	ENSMUST00000236100	ENSMUST00000236100						NA
H3K27ac_i73_peak_942	chr10	80623498	80623706	+	33	NA	intron (ENSMUST00000079773.13, intron 1 of 10)	-intron (ENSMUST00000079773.13, intron 1 of 10)	764	ENSMUST00000079773.13	ENSMUST00000079773	ENSMUST00000079773						NA
H3K27ac_i73_peak_5495	chr2	35680274	35680571	+	33	NA	intron (ENSMUST00000138957.1, intron 1 of 3)	-intron (ENSMUST00000091010.11, intron 3 of 15)	-11572	ENSMUST00000065001.11	ENSMUST00000065001	ENSMUST00000065001						NA
H3K27ac_i73_peak_6232	chr3	89293188	89293457	+	33	NA	Intergenic	Intergenic	-9156	ENSMUST00000175352.2	ENSMUST00000175352	ENSMUST00000175352						NA
H3K27ac_i73_peak_395	chr1	134060912	134061467	+	33	NA	Intergenic	Intergenic	17931	ENSMUST00000020692.6	ENSMUST00000020692	ENSMUST00000020692						NA
H3K27ac_i73_peak_4825	chr18	65094389	65094763	+	33	NA	intron (ENSMUST00000238376.1, intron 1 of 1)	-intron (ENSMUST00000080418.6, intron 4 of 29)	11522	ENSMUST00000238376.1	ENSMUST00000238376	ENSMUST00000238376						NA
H3K27ac_i73_peak_3414	chr15	77829751	77830071	+	33	NA	intron (ENSMUST00000134878.1, intron 1 of 2)	-intron (ENSMUST00000016771.12, intron 1 of 40)	10845	ENSMUST00000122548.1	ENSMUST00000122548	ENSMUST00000122548						NA
H3K27ac_i73_peak_2377	chr12	111945198	111945695	+	33	NA	promoter-TSS (ENSMUST00000221314.1)	-promoter-TSS (ENSMUST00000221314.1)	-962	ENSMUST00000221314.1	ENSMUST00000221314	ENSMUST00000221314						NA
H3K27ac_i73_peak_3964	chr16	42907473	42907678	+	33	NA	promoter-TSS (ENSMUST00000114694.8)	-promoter-TSS (ENSMUST00000114694.8)	33	ENSMUST00000132881.7	ENSMUST00000132881	ENSMUST00000132881						NA
H3K27ac_i73_peak_5301	chr2	25534365	25534840	+	33	NA	intron (ENSMUST00000151742.1, intron 3 of 8)	-intron (ENSMUST00000028311.12, intron 4 of 10)	4538	ENSMUST00000151742.1	ENSMUST00000151742	ENSMUST00000151742						NA
H3K27ac_i73_peak_680	chr1	193274570	193274774	+	33	NA	intron (ENSMUST00000193128.1, intron 1 of 2)	-intron (ENSMUST00000192322.5, intron 2 of 8)	1334	ENSMUST00000193128.1	ENSMUST00000193128	ENSMUST00000193128						NA
H3K27ac_i73_peak_8966	chr7	110121616	110121821	+	33	NA	promoter-TSS (ENSMUST00000033326.9)	-promoter-TSS (ENSMUST00000033326.9)	-328	ENSMUST00000033326.9	ENSMUST00000033326	ENSMUST00000033326						NA
H3K27ac_i73_peak_8961	chr7	109752499	109752706	+	33	NA	promoter-TSS (ENSMUST00000033333.12)	-promoter-TSS (ENSMUST00000033333.12)	273	ENSMUST00000118571.1	ENSMUST00000118571	ENSMUST00000118571						NA
H3K27ac_i73_peak_7460	chr5	110802293	110802656	+	33	NA	intron (ENSMUST00000200299.1, intron 3 of 27)	-intron (ENSMUST00000031490.10, intron 3 of 27)	-6640	ENSMUST00000198470.1	ENSMUST00000198470	ENSMUST00000198470						NA
H3K27ac_i73_peak_6598	chr4	45500334	45500862	+	33	NA	promoter-TSS (ENSMUST00000158267.1)	-promoter-TSS (ENSMUST00000158267.1)	-46	ENSMUST00000158267.1	ENSMUST00000158267	ENSMUST00000158267						NA
H3K27ac_i73_peak_1908	chr11	115842209	115842514	+	33	NA	intron (ENSMUST00000177736.7, intron 2 of 25)	-intron (ENSMUST00000103032.10, intron 2 of 25)	8038	ENSMUST00000137900.1	ENSMUST00000137900	ENSMUST00000137900						NA
H3K27ac_i73_peak_6569	chr4	43391564	43391979	+	33	NA	intron (ENSMUST00000150066.1, intron 1 of 1)	-intron (ENSMUST00000035645.11, intron 1 of 11)	7439	ENSMUST00000136360.1	ENSMUST00000136360	ENSMUST00000136360						NA
H3K27ac_i73_peak_1072	chr10	107272536	107273008	+	33	NA	exon (ENSMUST00000218031.1, exon 1 of 6)	-exon (ENSMUST00000218031.1, exon 1 of 6)	378	ENSMUST00000218031.1	ENSMUST00000218031	ENSMUST00000218031						NA
H3K27ac_i73_peak_9770	chr8	126839070	126839397	+	33	NA	promoter-TSS (ENSMUST00000212914.1)	-promoter-TSS (ENSMUST00000212914.1)	0	ENSMUST00000212914.1	ENSMUST00000212914	ENSMUST00000212914						NA
H3K27ac_i73_peak_656	chr1	191419064	191419372	+	33	NA	Intergenic	Intergenic	11552	ENSMUST00000194903.1	ENSMUST00000194903	ENSMUST00000194903						NA
H3K27ac_i73_peak_603	chr1	184060425	184060624	+	33	NA	intron (ENSMUST00000048655.7, intron 2 of 3)	-intron (ENSMUST00000048655.7, intron 2 of 3)	26143	ENSMUST00000048655.7	ENSMUST00000048655	ENSMUST00000048655						NA
H3K27ac_i73_peak_2293	chr12	87407915	87408490	+	33	NA	Intergenic	Intergenic	-12309	ENSMUST00000220777.1	ENSMUST00000220777	ENSMUST00000220777						NA
H3K27ac_i73_peak_351	chr1	132138719	132138941	+	33	NA	promoter-TSS (ENSMUST00000187926.1)	-promoter-TSS (ENSMUST00000187926.1)	-674	ENSMUST00000187926.1	ENSMUST00000187926	ENSMUST00000187926						NA
H3K27ac_i73_peak_6107	chr3	27233901	27234348	+	33	NA	intron (ENSMUST00000091284.4, intron 3 of 4)	-intron (ENSMUST00000046515.14, intron 3 of 4)	-43936	ENSMUST00000193346.1	ENSMUST00000193346	ENSMUST00000193346						NA
H3K27ac_i73_peak_7104	chr4	148472641	148473114	+	33	NA	intron (ENSMUST00000103221.9, intron 19 of 57)	-intron (ENSMUST00000103221.9, intron 19 of 57)	24252	ENSMUST00000057580.7	ENSMUST00000057580	ENSMUST00000057580						NA
H3K27ac_i73_peak_9279	chr8	33792679	33792965	+	33	NA	intron (ENSMUST00000191473.6, intron 7 of 8)	-intron (ENSMUST00000033994.14, intron 6 of 7)	4392	ENSMUST00000183122.1	ENSMUST00000183122	ENSMUST00000183122						NA
H3K27ac_i73_peak_7362	chr5	86577342	86577608	+	33	NA	intron (ENSMUST00000161625.1, intron 2 of 2)	-intron (ENSMUST00000116553.8, intron 2 of 10)	54908	ENSMUST00000173259.1	ENSMUST00000173259	ENSMUST00000173259						NA
H3K27ac_i73_peak_2219	chr12	80080079	80080350	+	33	NA	intron (ENSMUST00000218323.1, intron 1 of 1)	-intron (ENSMUST00000218323.1, intron 1 of 1)	1220	ENSMUST00000218323.1	ENSMUST00000218323	ENSMUST00000218323						NA
H3K27ac_i73_peak_9133	chr7	141051314	141052126	+	33	NA	promoter-TSS (ENSMUST00000210199.1)	-promoter-TSS (ENSMUST00000210199.1)	-55	ENSMUST00000210199.1	ENSMUST00000210199	ENSMUST00000210199						NA
H3K27ac_i73_peak_5708	chr2	119558821	119559090	+	33	NA	promoter-TSS (ENSMUST00000132448.7)	-promoter-TSS (ENSMUST00000132448.7)	-557	ENSMUST00000132448.7	ENSMUST00000132448	ENSMUST00000132448						NA
H3K27ac_i73_peak_9507	chr8	91381710	91382050	+	33	NA	intron (ENSMUST00000136802.7, intron 1 of 6)	-intron (ENSMUST00000069718.14, intron 1 of 8)	-8675	ENSMUST00000149913.1	ENSMUST00000149913	ENSMUST00000149913						NA
H3K27ac_i73_peak_9515	chr8	91404350	91404561	+	33	NA	intron (ENSMUST00000166548.8, intron 3 of 4)	-intron (ENSMUST00000069718.14, intron 2 of 8)	-12510	ENSMUST00000209572.1	ENSMUST00000209572	ENSMUST00000209572						NA
H3K27ac_i73_peak_6885	chr4	128984446	128984769	+	33	NA	Intergenic	Intergenic	-7351	ENSMUST00000141982.1	ENSMUST00000141982	ENSMUST00000141982						NA
H3K27ac_i73_peak_5270	chr2	11712612	11712934	+	33	NA	intron (ENSMUST00000138856.1, intron 1 of 2)	-intron (ENSMUST00000078834.11, intron 1 of 6)	-5554	ENSMUST00000133975.1	ENSMUST00000133975	ENSMUST00000133975						NA
H3K27ac_i73_peak_9641	chr8	117438359	117438678	+	33	NA	intron (ENSMUST00000212884.1, intron 4 of 14)	-intron (ENSMUST00000095172.5, intron 10 of 20)	-14505	ENSMUST00000183991.1	ENSMUST00000183991	ENSMUST00000183991						NA
H3K27ac_i73_peak_4208	chr17	31040373	31040584	+	33	NA	Intergenic	Intergenic	-17197	ENSMUST00000236391.1	ENSMUST00000236391	ENSMUST00000236391						NA
H3K27ac_i73_peak_502	chr1	165845445	165845644	+	33	NA	promoter-TSS (ENSMUST00000192693.1)	-promoter-TSS (ENSMUST00000192693.1)	541	ENSMUST00000191634.1	ENSMUST00000191634	ENSMUST00000191634						NA
H3K27ac_i73_peak_3931	chr16	34806745	34807757	+	33	NA	intron (ENSMUST00000023538.8, intron 1 of 31)	-intron (ENSMUST00000023538.8, intron 1 of 31)	22330	ENSMUST00000023538.8	ENSMUST00000023538	ENSMUST00000023538						NA
H3K27ac_i73_peak_7751	chr5	146767522	146768012	+	33	NA	intron (ENSMUST00000085614.5, intron 2 of 8)	-intron (ENSMUST00000085614.5, intron 2 of 8)	-9311	ENSMUST00000124009.1	ENSMUST00000124009	ENSMUST00000124009						NA
H3K27ac_i73_peak_7700	chr5	140207028	140207538	+	33	NA	promoter-TSS (ENSMUST00000127990.7)	-promoter-TSS (ENSMUST00000127990.7)	-102	ENSMUST00000127990.7	ENSMUST00000127990	ENSMUST00000127990						NA
H3K27ac_i73_peak_9671	chr8	119437061	119437775	+	33	NA	intron (ENSMUST00000212112.1, intron 1 of 3)	-intron (ENSMUST00000098365.3, intron 1 of 5)	229	ENSMUST00000144381.1	ENSMUST00000144381	ENSMUST00000144381						NA
H3K27ac_i73_peak_3308	chr15	62044744	62045177	+	33	NA	intron (ENSMUST00000183297.7, intron 1 of 6)	-intron (ENSMUST00000180432.8, intron 1 of 8)	5703	ENSMUST00000183297.7	ENSMUST00000183297	ENSMUST00000183297						NA
H3K27ac_i73_peak_7483	chr5	113152604	113153726	+	33	NA	intron (ENSMUST00000196278.1, intron 2 of 2)	-intron (ENSMUST00000050125.8, intron 1 of 7)	7837	ENSMUST00000196278.1	ENSMUST00000196278	ENSMUST00000196278						NA
H3K27ac_i73_peak_6768	chr4	105223275	105223751	+	33	NA	intron (ENSMUST00000064139.7, intron 5 of 5)	-intron (ENSMUST00000064139.7, intron 5 of 5)	66166	ENSMUST00000064139.7	ENSMUST00000064139	ENSMUST00000064139						NA
H3K27ac_i73_peak_3581	chr15	85657411	85657866	+	33	NA	intron (ENSMUST00000230913.1, intron 1 of 6)	-intron (ENSMUST00000230234.1, intron 1 of 1)	4022	ENSMUST00000230913.1	ENSMUST00000230913	ENSMUST00000230913						NA
H3K27ac_i73_peak_6040	chr2	168733920	168734313	+	33	NA	exon (ENSMUST00000109175.8, exon 1 of 28)	-exon (ENSMUST00000109175.8, exon 1 of 28)	223	ENSMUST00000109175.8	ENSMUST00000109175	ENSMUST00000109175						NA
H3K27ac_i73_peak_1955	chr11	117779048	117779255	+	33	NA	TTS (ENSMUST00000127227.1)	-TTS (ENSMUST00000127227.1)	497	ENSMUST00000131606.7	ENSMUST00000131606	ENSMUST00000131606						NA
H3K27ac_i73_peak_3026	chr14	64440026	64440418	+	33	NA	intron (ENSMUST00000209392.1, intron 1 of 2)	-intron (ENSMUST00000067927.8, intron 6 of 10)	695	ENSMUST00000209392.1	ENSMUST00000209392	ENSMUST00000209392						NA
H3K27ac_i73_peak_10326	chr9	121902125	121902435	+	33	NA	intron (ENSMUST00000214340.1, intron 2 of 3)	-intron (ENSMUST00000050327.4, intron 1 of 2)	-3884	ENSMUST00000215664.1	ENSMUST00000215664	ENSMUST00000215664						NA
H3K27ac_i73_peak_7547	chr5	121690143	121691233	+	33	NA	Intergenic	Intergenic	7760	ENSMUST00000196897.1	ENSMUST00000196897	ENSMUST00000196897						NA
H3K27ac_i73_peak_994	chr10	86706094	86706557	+	33	NA	promoter-TSS (ENSMUST00000020238.13)	-promoter-TSS (ENSMUST00000020238.13)	481	ENSMUST00000061458.8	ENSMUST00000061458	ENSMUST00000061458						NA
H3K27ac_i73_peak_669	chr1	192076846	192077314	+	33	NA	intron (ENSMUST00000085573.11, intron 1 of 11)	-intron (ENSMUST00000085573.11, intron 1 of 11)	-2630	ENSMUST00000195526.1	ENSMUST00000195526	ENSMUST00000195526						NA
H3K27ac_i73_peak_8584	chr7	30973571	30974288	+	33	NA	promoter-TSS (ENSMUST00000001279.14)	-promoter-TSS (ENSMUST00000001279.14)	125	ENSMUST00000129773.1	ENSMUST00000129773	ENSMUST00000129773						NA
H3K27ac_i73_peak_3947	chr16	37583080	37583578	+	33	NA	intron (ENSMUST00000161193.7, intron 1 of 4)	-intron (ENSMUST00000159787.7, intron 1 of 12)	3047	ENSMUST00000162918.1	ENSMUST00000162918	ENSMUST00000162918						NA
H3K27ac_i73_peak_5317	chr2	26600007	26601047	+	33	NA	intron (ENSMUST00000131940.7, intron 1 of 5)	-intron (ENSMUST00000028286.11, intron 1 of 5)	3189	ENSMUST00000140508.1	ENSMUST00000140508	ENSMUST00000140508						NA
H3K27ac_i73_peak_3940	chr16	35457137	35457638	+	33	NA	intron (ENSMUST00000231595.1, intron 6 of 8)	-intron (ENSMUST00000023550.8, intron 3 of 16)	-17024	ENSMUST00000178681.1	ENSMUST00000178681	ENSMUST00000178681						NA
H3K27ac_i73_peak_375	chr1	133366447	133367183	+	33	NA	promoter-TSS (ENSMUST00000131450.1)	-promoter-TSS (ENSMUST00000131450.1)	-472	ENSMUST00000131450.1	ENSMUST00000131450	ENSMUST00000131450						NA
H3K27ac_i73_peak_4935	chr19	4073673	4074058	+	33	NA	Intergenic	Intergenic	4647	ENSMUST00000082466.2	ENSMUST00000082466	ENSMUST00000082466						NA
H3K27ac_i73_peak_1281	chr11	20632108	20632504	+	33	NA	intron (ENSMUST00000109586.2, intron 1 of 1)	-intron (ENSMUST00000093292.10, intron 1 of 1)	327	ENSMUST00000109586.2	ENSMUST00000109586	ENSMUST00000109586						NA
H3K27ac_i73_peak_5677	chr2	104128969	104129806	+	33	NA	Intergenic	Intergenic	6618	ENSMUST00000040374.5	ENSMUST00000040374	ENSMUST00000040374						NA
H3K27ac_i73_peak_6272	chr3	94930862	94931061	+	33	NA	Intergenic	Intergenic	-2095	ENSMUST00000140757.7	ENSMUST00000140757	ENSMUST00000140757						NA
H3K27ac_i73_peak_9505	chr8	91378950	91379549	+	33	NA	intron (ENSMUST00000136802.7, intron 1 of 6)	-intron (ENSMUST00000069718.14, intron 1 of 8)	-11306	ENSMUST00000149913.1	ENSMUST00000149913	ENSMUST00000149913						NA
H3K27ac_i73_peak_6384	chr3	108025292	108025647	+	33	NA	promoter-TSS (ENSMUST00000138374.1)	-promoter-TSS (ENSMUST00000138374.1)	-220	ENSMUST00000138374.1	ENSMUST00000138374	ENSMUST00000138374						NA
H3K27ac_i73_peak_8422	chr7	16243397	16244383	+	33	NA	intron (ENSMUST00000238893.1, intron 1 of 1)	-intron (ENSMUST00000171425.3, intron 1 of 1)	264	ENSMUST00000238893.1	ENSMUST00000238893	ENSMUST00000238893						NA
H3K27ac_i73_peak_1865	chr11	113723478	113723863	+	33	NA	Intergenic	Intergenic	-13653	ENSMUST00000018871.7	ENSMUST00000018871	ENSMUST00000018871						NA
H3K27ac_i73_peak_9562	chr8	95833845	95834177	+	33	NA	promoter-TSS (ENSMUST00000211921.1)	-promoter-TSS (ENSMUST00000211921.1)	-336	ENSMUST00000211921.1	ENSMUST00000211921	ENSMUST00000211921						NA
H3K27ac_i73_peak_2013	chr11	120189120	120189906	+	33	NA	promoter-TSS (ENSMUST00000155681.1)	-promoter-TSS (ENSMUST00000155681.1)	339	ENSMUST00000145437.1	ENSMUST00000145437	ENSMUST00000145437						NA
H3K27ac_i73_peak_6591	chr4	45482305	45482695	+	33	NA	intron (ENSMUST00000147448.1, intron 2 of 2)	-intron (ENSMUST00000061986.11, intron 2 of 5)	302	ENSMUST00000147926.7	ENSMUST00000147926	ENSMUST00000147926						NA
H3K27ac_i73_peak_4287	chr17	35869540	35869748	+	33	NA	intron (ENSMUST00000190496.1, intron 1 of 2)	-intron (ENSMUST00000113814.10, intron 1 of 2)	1241	ENSMUST00000190496.1	ENSMUST00000190496	ENSMUST00000190496						NA
H3K27ac_i73_peak_1895	chr11	115446676	115447217	+	33	NA	intron (ENSMUST00000093914.4, intron 7 of 7)	-intron (ENSMUST00000093914.4, intron 7 of 7)	1114	ENSMUST00000175355.1	ENSMUST00000175355	ENSMUST00000175355						NA
H3K27ac_i73_peak_2461	chr13	33964572	33964962	+	33	NA	promoter-TSS (ENSMUST00000021843.12)	-promoter-TSS (ENSMUST00000021843.12)	16	ENSMUST00000021843.12	ENSMUST00000021843	ENSMUST00000021843						NA
H3K27ac_i73_peak_4468	chr17	80710175	80710606	+	33	NA	intron (ENSMUST00000234486.1, intron 1 of 1)	-intron (ENSMUST00000025089.8, intron 1 of 33)	17634	ENSMUST00000234133.1	ENSMUST00000234133	ENSMUST00000234133						NA
H3K27ac_i73_peak_4319	chr17	46453465	46453906	+	33	NA	TTS (ENSMUST00000225808.1)	-TTS (ENSMUST00000225808.1)	-13588	ENSMUST00000166852.2	ENSMUST00000166852	ENSMUST00000166852						NA
H3K27ac_i73_peak_1153	chr10	127661447	127662058	+	33	NA	TTS (ENSMUST00000092074.11)	-TTS (ENSMUST00000092074.11)	-2087	ENSMUST00000133270.1	ENSMUST00000133270	ENSMUST00000133270						NA
H3K27ac_i73_peak_2640	chr13	64386057	64386680	+	33	NA	Intergenic	Intergenic	-15478	ENSMUST00000222517.1	ENSMUST00000222517	ENSMUST00000222517						NA
H3K27ac_i73_peak_643	chr1	191072846	191073429	+	33	NA	intron (ENSMUST00000078259.7, intron 4 of 5)	-intron (ENSMUST00000076952.11, intron 4 of 4)	5543	ENSMUST00000192879.1	ENSMUST00000192879	ENSMUST00000192879						NA
H3K27ac_i73_peak_4393	chr17	56275899	56276385	+	33	NA	intron (ENSMUST00000058136.8, intron 1 of 1)	-intron (ENSMUST00000058136.8, intron 1 of 1)	644	ENSMUST00000058136.8	ENSMUST00000058136	ENSMUST00000058136						NA
